"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.example_idx","Input.task_txt","Input.program1_idx","Input.plan1_grid_path","Input.program2_idx","Input.plan2_grid_path","Answer.opa.1","Answer.opa.2","Answer.opa.3","Answer.oti.1","Answer.oti.2","Answer.oti.3","Answer.otl.1","Answer.otl.2","Answer.otl.3","Answer.ovi.1","Answer.ovi.2","Answer.ovi.3","Approve","Reject"
"32W3UF2EZOC22EWSKMVNIRE349OC48","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:29 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:29 PST 2023","","","32AT8R96GM0KDDDWMHH7YKC4A6FUST","A2887NRBDUIYWW","Submitted","Sun Jan 01 20:11:38 PST 2023","Sun Jan 01 20:12:52 PST 2023","Wed Jan 04 20:12:52 PST 2023","","","","74","0% (0/0)","0% (0/0)","0% (0/0)","24","Task: How to Cook Dungeness Crab","47","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_4_bridge.png","48","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/vgt-u-plan/plan_grid_task_4.png","false","false","true","false","true","false","true","false","false","false","false","true"
"32W3UF2EZOC22EWSKMVNIRE349OC48","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:29 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:29 PST 2023","","","3TPWUS5F8ASHY0D5KV6813TJ9J6CWI","A2OOK4P3CARQ1Z","Submitted","Sun Jan 01 20:17:18 PST 2023","Sun Jan 01 20:20:42 PST 2023","Wed Jan 04 20:20:42 PST 2023","","","","204","0% (0/0)","0% (0/0)","0% (0/0)","24","Task: How to Cook Dungeness Crab","47","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_4_bridge.png","48","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/vgt-u-plan/plan_grid_task_4.png","false","true","false","false","true","false","true","false","false","false","false","true"
"32W3UF2EZOC22EWSKMVNIRE349OC48","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:29 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:29 PST 2023","","","39JEC7537VS4JBD0UL1CF1A52A4CV8","AN952XNJ921J5","Submitted","Sun Jan 01 20:17:17 PST 2023","Sun Jan 01 20:18:08 PST 2023","Wed Jan 04 20:18:08 PST 2023","","","","51","0% (0/0)","0% (0/0)","0% (0/0)","24","Task: How to Cook Dungeness Crab","47","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_4_bridge.png","48","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/vgt-u-plan/plan_grid_task_4.png","true","false","false","false","true","false","true","false","false","false","false","true"
"33NKDW9FFX9T0GK24XXSF2B1X4SXC7","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:29 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:29 PST 2023","","","3C5W7UE9CGH9WMUM7PW86IC2CZEXMC","A2OOK4P3CARQ1Z","Submitted","Sun Jan 01 20:11:37 PST 2023","Sun Jan 01 20:13:06 PST 2023","Wed Jan 04 20:13:06 PST 2023","","","","89","0% (0/0)","0% (0/0)","0% (0/0)","17","Task: How to Cook White Cabbage","33","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_3_bridge.png","34","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/vgt-u-plan/plan_grid_task_3.png","false","false","true","false","false","true","true","false","false","false","true","false"
"33NKDW9FFX9T0GK24XXSF2B1X4SXC7","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:29 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:29 PST 2023","","","3O6CYIULEESDKUU56MR8V9FPGJBUW8","A3JTU9NRPF2LPQ","Submitted","Sun Jan 01 20:11:39 PST 2023","Sun Jan 01 20:13:06 PST 2023","Wed Jan 04 20:13:06 PST 2023","","","","87","0% (0/0)","0% (0/0)","0% (0/0)","17","Task: How to Cook White Cabbage","33","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_3_bridge.png","34","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/vgt-u-plan/plan_grid_task_3.png","false","false","true","false","false","true","false","false","true","false","false","true"
"33NKDW9FFX9T0GK24XXSF2B1X4SXC7","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:29 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:29 PST 2023","","","33M4IA01QHS0T27ECXSPSH6CIMDXR0","AN952XNJ921J5","Submitted","Sun Jan 01 20:16:57 PST 2023","Sun Jan 01 20:17:57 PST 2023","Wed Jan 04 20:17:57 PST 2023","","","","60","0% (0/0)","0% (0/0)","0% (0/0)","17","Task: How to Cook White Cabbage","33","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_3_bridge.png","34","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/vgt-u-plan/plan_grid_task_3.png","false","true","false","false","true","false","true","false","false","true","false","false"
"368IUKXGA5ZZBQ9A8FA8ZPXOZJ96P1","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:29 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:29 PST 2023","","","3NPFYT4IZDV94CY0WMYDTDS5GD2XG4","A2OOK4P3CARQ1Z","Submitted","Sun Jan 01 20:11:36 PST 2023","Sun Jan 01 20:12:38 PST 2023","Wed Jan 04 20:12:38 PST 2023","","","","62","0% (0/0)","0% (0/0)","0% (0/0)","25","Task: How to Cook Dungeness Crab","49","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_4_bridge.png","50","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/vgt-u-plan/plan_grid_task_4.png","false","true","false","false","true","false","false","false","true","true","false","false"
"368IUKXGA5ZZBQ9A8FA8ZPXOZJ96P1","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:29 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:29 PST 2023","","","3Z4AIRP3C74C0X8XE3DAMQOZEOK1X9","A3CIBLIXO17836","Submitted","Sun Jan 01 20:16:57 PST 2023","Sun Jan 01 20:17:42 PST 2023","Wed Jan 04 20:17:42 PST 2023","","","","45","100% (23/23)","100% (1/1)","0% (0/0)","25","Task: How to Cook Dungeness Crab","49","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_4_bridge.png","50","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/vgt-u-plan/plan_grid_task_4.png","false","true","false","false","true","false","false","true","false","false","true","false"
"368IUKXGA5ZZBQ9A8FA8ZPXOZJ96P1","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:29 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:29 PST 2023","","","3A7Y0R2P2PFJVEO14SJGQQKL85JXJ8","A3JTU9NRPF2LPQ","Submitted","Sun Jan 01 20:11:37 PST 2023","Sun Jan 01 20:12:32 PST 2023","Wed Jan 04 20:12:32 PST 2023","","","","55","0% (0/0)","0% (0/0)","0% (0/0)","25","Task: How to Cook Dungeness Crab","49","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_4_bridge.png","50","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/vgt-u-plan/plan_grid_task_4.png","false","true","false","false","true","false","false","true","false","false","true","false"
"375VSR8FVW0MBD90NCB81IQY55TZRC","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:29 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:29 PST 2023","","","36PW28KO40NZOLUGFHGB92WV2CFAEX","AN952XNJ921J5","Submitted","Sun Jan 01 20:11:38 PST 2023","Sun Jan 01 20:12:39 PST 2023","Wed Jan 04 20:12:39 PST 2023","","","","61","0% (0/0)","0% (0/0)","0% (0/0)","22","Task: How to Cook Dungeness Crab","43","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_4_bridge.png","44","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/vgt-u-plan/plan_grid_task_4.png","true","false","false","false","false","false","true","false","false","false","true","false"
"375VSR8FVW0MBD90NCB81IQY55TZRC","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:29 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:29 PST 2023","","","3TXMY6UCAFFCE3HJ8M729EBXLIOCQD","APEB5ERGCYP6D","Submitted","Sun Jan 01 20:11:37 PST 2023","Sun Jan 01 20:14:04 PST 2023","Wed Jan 04 20:14:04 PST 2023","","","","147","100% (147/147)","0% (0/0)","0% (0/0)","22","Task: How to Cook Dungeness Crab","43","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_4_bridge.png","44","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/vgt-u-plan/plan_grid_task_4.png","true","false","false","true","false","false","true","false","false","true","false","false"
"375VSR8FVW0MBD90NCB81IQY55TZRC","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:29 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:29 PST 2023","","","3YDTZAI2WY7L2VKNUSB5PFR1LTH41Z","AZ737VU2O528H","Submitted","Sun Jan 01 20:23:07 PST 2023","Sun Jan 01 20:24:43 PST 2023","Wed Jan 04 20:24:43 PST 2023","","","","96","0% (0/0)","0% (0/0)","0% (0/0)","22","Task: How to Cook Dungeness Crab","43","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_4_bridge.png","44","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/vgt-u-plan/plan_grid_task_4.png","true","false","false","true","false","false","false","true","false","false","true","false"
"37VUR2VJ6AGLAFZ9X4CLKT70SPEC1V","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:28 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:28 PST 2023","","","3TXD01ZLD581BSBLWGLP0HWYWQD4UX","A3CIBLIXO17836","Submitted","Sun Jan 01 20:11:37 PST 2023","Sun Jan 01 20:12:21 PST 2023","Wed Jan 04 20:12:21 PST 2023","","","","44","100% (23/23)","100% (1/1)","0% (0/0)","1","Task: How to Muddle","1","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_0_bridge.png","2","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_0_bridge.png","false","true","false","false","true","false","false","true","false","false","true","false"
"37VUR2VJ6AGLAFZ9X4CLKT70SPEC1V","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:28 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:28 PST 2023","","","3WMINLGALCUKRNA2JQAGJEWSH03AC5","A3RPU02JJC7SR3","Submitted","Sun Jan 01 20:17:18 PST 2023","Sun Jan 01 20:17:51 PST 2023","Wed Jan 04 20:17:51 PST 2023","","","","33","100% (3/3)","0% (0/0)","0% (0/0)","1","Task: How to Muddle","1","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_0_bridge.png","2","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_0_bridge.png","false","false","false","false","true","false","false","false","true","false","false","true"
"37VUR2VJ6AGLAFZ9X4CLKT70SPEC1V","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:28 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:28 PST 2023","","","31Z0PCVWUL6JU2EFY9TMYXU64EW7TT","A7U36JXCG7X6W","Submitted","Sun Jan 01 20:16:57 PST 2023","Sun Jan 01 20:18:48 PST 2023","Wed Jan 04 20:18:48 PST 2023","","","","111","100% (17/17)","0% (0/0)","0% (0/0)","1","Task: How to Muddle","1","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_0_bridge.png","2","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_0_bridge.png","false","false","true","false","false","true","false","false","true","false","true","false"
"39AYGO6AFFBZ85XXS0XGV0STZ486N5","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:28 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:28 PST 2023","","","33OOO72IVICP6J9BPQ1XEJMK5PNCTR","A1O7WVJLBKCX1A","Submitted","Sun Jan 01 20:11:38 PST 2023","Sun Jan 01 20:12:59 PST 2023","Wed Jan 04 20:12:59 PST 2023","","","","81","0% (0/0)","0% (0/0)","0% (0/0)","3","Task: How to Muddle","5","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_0_bridge.png","6","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/vgt-u-plan/plan_grid_task_0.png","false","false","true","true","false","false","false","true","false","false","true","false"
"39AYGO6AFFBZ85XXS0XGV0STZ486N5","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:28 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:28 PST 2023","","","3YDGXNSEO0L3DV48TDKK4PE9ZZL84L","A2OOK4P3CARQ1Z","Submitted","Sun Jan 01 20:16:47 PST 2023","Sun Jan 01 20:20:25 PST 2023","Wed Jan 04 20:20:25 PST 2023","","","","218","0% (0/0)","0% (0/0)","0% (0/0)","3","Task: How to Muddle","5","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_0_bridge.png","6","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/vgt-u-plan/plan_grid_task_0.png","true","false","false","false","true","false","false","true","false","true","false","false"
"39AYGO6AFFBZ85XXS0XGV0STZ486N5","3UMJP5XW5JYSCFJZKNHNNHQQ1FFUF1","Compare the quality of two sequences of steps to complete the plan in HouseHold Task and Recipe","Compare the quality of two sequences of steps to complete the plan that relates to household task and recipe","Informativeness, Text and Image, Planning, Task Completion","$0.10","Sun Jan 01 20:11:28 PST 2023","3","BatchId:4978433;OriginalHitTemplateId:928390905;","300","259200","Sun Jan 08 20:11:28 PST 2023","","","3X4JMASXCN05G5KEDOHSJOEXQTQ0BW","A3CIBLIXO17836","Submitted","Sun Jan 01 20:11:39 PST 2023","Sun Jan 01 20:13:19 PST 2023","Wed Jan 04 20:13:19 PST 2023","","","","100","100% (23/23)","100% (1/1)","0% (0/0)","3","Task: How to Muddle","5","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/u-plan/plan_grid_task_0_bridge.png","6","https://mpp-ig.s3.us-west-1.amazonaws.com/exp/all_plan_grid/experiment_output/wikihow/vgt-u-plan/plan_grid_task_0.png","true","false","false","true","false","false","true","false","false","true","false","false"
